,title,type
2513,Distutils should generate a better error message when the SDK is not installed,5
2514,Python to use Windows Certificate Store,5
2515,Pdb.checkline(),5
2518,"Names in function call exception should have class names, if they're methods",6
2521,Replace and empty strings,5
2522,Pretty printing sorting for set and frozenset instances,6
2523,Diff for visually comparing actual with expected in mock.assert_called_with.,6
2524,Document default tk Text class bindings for tkinter and IDLE,5
2525,turtle regression in 3.5,5
2526,tempfile.TemporaryDirectory() cleanup exception on Windows if readonly files created,6
2527,Update pydoc tool to support generic types,6
2532,missing vietnamese codec TCVN 5712:1993 in Python,6
2533,ThreadPoolExecutor doesn't reuse threads until #threads == max_workers,5
2534,WinError(): Python int too large to convert to C long,5
2535,Doc/library/traceback.rst — references to tuples should be replaced with new FrameSummary object,5
2536,Built-in module 'time' does not enable functions if -Werror specified in the build environment,5
2537,Change format of test runner output,6
2539,Provide a C helper function to chain raised (but not yet caught) exceptions,6
2542,difflib.unified_diff loses context,5
2543,subprocess pipe can't see EOF from a child in case of a few children run with subprocess,5
2544,BaseEventLoop.close should shutdown executor before marking itself closed,5
2545,Logging SyslogHandler not appending '\n' to the end,5
2546,"Minidom, order of attributes, datachars",6
2547,Option for regex groupdict() to show only matching names,6
2548,pydoc.safeimport() raises ErrorDuringImport() if __builtin__.__import__ is monkey patched,5
2549,Undocumented feature prevents re module from finding certain matches,5
2550,Documentation for handling of non-type metaclass hints is unclear,5
2552,GzipFile doesn't properly handle short reads and writes on the underlying stream,5
2553,Porting guide: disabling & warning on implicit unicode conversions,6
2554,"Race conditions in shutil.copy, shutil.copy2 and shutil.copyfile",4
2555,urllib/urllib2 AbstractDigestAuthHandler locked to retried count of 5,6
2556,multiprocessing Manager mutable type member access failure,5
2558,memoryview to freed memory can cause segfault,1
2559,signal.default_int_handler should set signal number on the raised exception,6
2560,ctypes is highly eclectic in its raw-memory support,6
2561,socket gethostbyaddr returns IPv6 names for 127.0.0.1,5
2562,Extra spaces in the output of time.ctime,5
2563,Clarify error when ‘tokenize.detect_encoding’ receives text,5
2565,Update test_capi to use test.support.script_helper,6
2566,hmac cannot be used with shake algorithms,5
2567,os.path.splitdrive documentation out of date,5
2568,Deprecate structmember.h,6
2569,sqlite dumpiter dumps invalid script when virtual tables are used,5
2570,Segfault in test_recursionlimit_fatalerror,1
2572,Remove unnecessary semicolons,6
2573,array module: deprecate '__int__' conversion support for array elements,5
2574,"IDLE: document all key bindings, add menu items for more.",5
2575,"Add more standard baud rate constants to ""termios""",6
2579,Idle: saving Shell or an OutputWindow should default to .txt,5
2580,wsgiref simple_server PATH_INFO treats slashes and %2F the same,5
2581,On Windows sys.stdin.readline() doesn't handle Ctrl-C properly,5
2583,Incorrect documentation for `-u`-flag,5
2584,Windows - Popen (subprocess.py) does not call _handle.Close() at all,5
2585,Improve documentation about __main__.py,6
2586,multiprocessing.Pool: Need a way to find out if work are finished.,6
2587,readline fails to parse some forms of .editrc under editline (libedit) emulation on Mac OS X,5
2588,Windows: os.rename different in python 2.7.12 and python 3.5.2,5
2590,Turtle.onclick events blocked by Turtle.stamp,5
2592,pickle.py is limited by python's call stack,5
2593,statistics.geometric_mean gives incorrect results for mixed int/float inputs,5
2594,geometric_mean can raise OverflowError for large input length,5
2595,statistics.geometric_mean can enter infinite loop for Decimal inputs,5
2596,Add patch method to unittest.TestCase,6
2597,JSONDecoder.raw_decode breaks on leading whitespace,5
2598,Docs page's sidebar vibrates on mouse wheel scroll on Chrome.,5
2599,dir on return value of msilib.OpenDatabase() crashes python,1
2600,"calendar.timegm() belongs in time module, next to time.gmtime()",6
2601,repr of time.struct_time type does not eval,6
2602,Enhance Object/structseq.c to match namedtuple and tuple api,6
2603,Python 3.5.2 installer hangs when run in session 0,5
2604,IDLE not displaying RecursionError tracebacks and hangs,5
2605,argparse: append action with default list adds to list instead of overriding,5
2606,Easier way to specify reduced globals for doctest,6
2607,PyType_FromSpecWithBases tp_new bugfix,1
2608,Make os.waitpid() option parameter optional.,6
2609,Hostname validation is False by default in imaplib,4
2610,[MinGW] Can't compile Python/dynload_win.c due to static strcasecmp,2
2611,Use pkg-config to find dependencies,6
2612,Occasionally check for Ctrl-C in long-running operations like sum,5
2613,http.client request and send method have some datatype issues,6
2614,str.format() gives poor diagnostic on placeholder mismatch,6
2615,Make `weakref.WeakKeyDictionary.__repr__` meaningful,6
2616,Minor change - more direct hint re: multiple machine sizes and LONG_BIT conflicts,6
2617,Accelerate string.Template by using formatted string literals,7
2618,multiprocessing.pool.Pool.map should take more than one iterable,6
2619,argparse with subcommands difference in python 2.7 / 3.5,5
2620,C API marshalling doc contains XXX,5
2621,Add an option to zipapp to produce a Windows executable,6
2623,Possible different behaviour of explicit and implicit __dict__ accessing when involving builtin types' __dict__ descriptors,5
2625,"strptime(.., '%c') fails to parse output of strftime('%c', ..) in some locales",5
2626,"socket.recv(size, MSG_TRUNC) returns more than size bytes",5
2627,Enable Intel MPX (Memory protection Extensions) feature,4
2628,define built-in exceptions in Python code,6
2629,[MinGW] Crash at start when compiled by MinGW for 64-bit Windows using PC/pyconfig.h,2
2630,[MinGW] Can't compile Modules/posixmodule.c by MinGW - several macro are missed,2
2631,[MinGW] Can't compile _ctypes/callproc.c - SEH not supported by MinGW,2
2633,uuid module falls back to unsuitable RNG,5
2634,Urlparse insufficient validation leads to open redirect,4
2635,distutils install race condition,5
2636,EmailMessage.add_attachment() creates parts with spurious MIME-Version header.,5
2637,Denial of Service in SimpleHTTPServer and BaseHTTPServer,6
2638,Consistently handle path separator in Py_GetPath on Windows,4
2639,Add _Py_memset_s() to securely clear memory,4
2640,mailcap.findmatch: document shell command Injection danger in filename parameter,4
2641,Readline module loading in interactive mode,4
2642,commands.mkarg() buggy in East Asian locales,5
2643,"Support pointing frozen modules to the corresponding source files, if available.",6
2644,os.putenv should support bytes arguments on Windows,6
2645,Warn users that os.urandom() prior to 3.6 can return insecure values,4
2646,Header folder folds incorrectly causing MissingHeaderBodySeparatorDefect,5
2647,In xml.etree.ElementTree docs there are many absent Element class links,5
2648,Cygwin: Makefile does not install DLL import library,5
2649,Subparser help does not respect SUPPRESS argument,5
2651,"Python 3.5.1 C API, the global variable is not destroyed when delete the module",5
2652,In xml.etree.ElementTree docs there is no parser argument in fromstring(),5
2653,"email library could ""recover"" from bad mime boundary like (some?) email clients do",6
2654,In xml.etree.ElementTree findall() can't search all elements in a namespace,5
2655,In xml.etree.ElementTree bytes tag or attributes raises on serialization,5
2656,bdist_wininst-created installer does not run the postinstallation script when uninstalling,5
2657,support title and description in argparse add_mutually_exclusive_group,6
2658,The 'subprocess' module leaks memory when called in certain ways,3
2659,PyModule_AddIntConstant() wraps >=2^31 values when long is 4 bytes,5
2660,Return a namedtuple from date.isocalendar(),6
2661,Add preferred extensions for MIME types,6
2662,distutils.sysconfig.get_python_lib gives surprising result when used with a Python build,5
2663,Exe or MSI unable to find Py3.5,5
2664,Document PyModule_AddObject's behavior on error,5
2665,undefined behavior in Objects/obmalloc.c,5
2666,os.pipe() should return a structsequence (or namedtuple.),6
2667,asyncio.AbstractEventLoop.sock_connect broken for AF_BLUETOOTH,5
2668,equality not symmetric for subclasses of datetime.date and datetime.datetime,5
2670,difflib.ndiff produces unreadable output when input missing trailing newline,5
2672,Use _winapi.WaitForMultipleObjects in Popen.wait(),6
2673,Add OSS module support for Solaris,6
2674,datetime module has no support for nanoseconds,6
2675,Add new StreamReader.readuntil() method,6
2676,del _limbo[self] KeyError,5
2678,"ssl.wrap_socket (cert_reqs=...), getpeercert, and unvalidated certificates",6
2679,WindowsConsoleIO misbehavior when Ctrl+C is ignored,5
2680,Add OCSP support to ssl module,6
2681,load_verify_locations(cadata) should load AUX ASN.1 to supported trusted certs,4
2682,Provide configure option --with-ssl for compilation with custom openssl,6
2683,Rework SSL module documentation,6
2684,Possible error in _header_value_parser.py,5
2685,Missing the charset parameter in as_encoded_word(),5
2686,identify cross builds by a more generic environment setting.,5
2687,Confusing error messages in str.format(),5
2688,-W option cannot use non-standard categories,5
2689,shutil.copystat utime lookup fails on certain Android file systems,5
2691,byte-compile fails for cross-builds,2
2692,strptime accepts the wrong '2010-06-01 MSK' string but rejects the right '2010-06-01 MSD',6
2693,TextTestResult uses TestCase.__str__() which isn't customisable (vs id() or shortDescription()),6
2694,ctypes interfers with signal handling,5
2695,Remove Py_CreateSymbolicLinkW,6
2696,urljoin behaves differently with custom and standard schemas,5
2697,UnicodeDecodeError in ntpath.py when home dir contains non-ascii signs,5
2699,Bad .pyc files prevent import of otherwise valid .py files.,5
2700,Python configure fails to detect tzname on platforms that have it.,5
2701,[patch] added missing documentation about escaping characters for configparser,6
2702,"Wordcode, part 2",6
2703,Usage of API method Py_SetPath causes errors in Py_Initialize() (Posix ony)),5
2704,Ability to trace Tcl commands executed by Tkinter,6
2705,Make the sidebar in the documentation follow the section automatically,6
2706,PropertyMock refuses to raise AttributeErrror as a side effect,5
2707,socket: finish constant to Enum/Flag conversion,6
2708,Error in freeze.py due to unguarded sys.abiflags usage under Windows,5
2710,Add Configuration file parser action,6
2711,"signalmodule.c does ""is"" comparisons for SIG_IGN and SIG_DFL",5
2712,trace module cannot produce coverage reports for zipped modules,5
2713,fix one or two bugs in trace.py,5
2714,Unify sys.settrace and sys.setprofile tests,6
2715,Use locale.nl_langinfo in _strptime,6
2716,"PEP 3121, 384 refactoring applied to datetime module",3
